almond milk
butter
cheddar cheese
cheese
coconut milk
condensed milk
cottage cheese
fresh cream
ghee
greek yogurt
margarine
mayonnaise
milk
parmesan
powdered milk
sheep's milk
sour cream
soy milk
whey
whipped cream
yogurt
